lat,lon,day,month,year
63.779722,-171.741111,5,10,2016
63.779722,-171.741111,4,10,2016
63.779722,-171.741111,9,10,2016
63.779722,-171.741111,27,10,2016
63.779722,-171.741111,30,9,2016
63.779722,-171.741111,22,9,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,14,10,2016
63.779722,-171.741111,30,10,2016
63.779722,-171.741111,18,11,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,30,10,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,1,10,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,30,9,2016
63.779722,-171.741111,14,10,2016
63.779722,-171.741111,8,10,2016
63.779722,-171.741111,15,10,2016
63.779722,-171.741111,16,9,2016
63.779722,-171.741111,14,9,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,31,12,2016
63.779722,-171.741111,19,9,2016
63.779722,-171.741111,11,10,2016
63.779722,-171.741111,17,9,2016
63.779722,-171.741111,22,9,2016
63.779722,-171.741111,25,9,2016
63.779722,-171.741111,23,9,2016
63.779722,-171.741111,12,9,2016
63.779722,-171.741111,23,9,2016
63.779722,-171.741111,19,9,2016
63.779722,-171.741111,21,9,2016
63.779722,-171.741111,11,9,2016
63.779722,-171.741111,8,9,2016
63.779722,-171.741111,10,6,2014
63.779722,-171.741111,,,
63.779722,-171.741111,,,
63.779722,-171.741111,,,
63.779722,-171.741111,28,8,2010
63.779722,-171.741111,7,10,2010
63.779722,-171.741111,2,12,2009
63.779722,-171.741111,7,8,2010
63.779722,-171.741111,8,12,2007
63.779722,-171.741111,,,
63.779722,-171.741111,,,
63.779722,-171.741111,8,8,2010
63.779722,-171.741111,21,9,2010
63.779722,-171.741111,9,12,2009
63.779722,-171.741111,,,
63.779722,-171.741111,18,5,1978
63.779722,-171.741111,18,5,1978
63.779722,-171.741111,,,
63.779722,-171.741111,29,5,1978
63.779722,-171.741111,25,5,1978
63.779722,-171.741111,8,5,1978
63.779722,-171.741111,20,5,1978
63.779722,-171.741111,,,
63.779722,-171.741111,,,
63.779722,-171.741111,,,
63.779722,-171.741111,,,
64.15,-165.43,22,5,1991
64.15,-165.433333,22,5,1991
64.17,-165.68,11,10,2008
64.17,-165.68,8,11,2008
64.17,-165.68,11,11,2008
64.17,-165.68,8,11,2008
64.17,-165.68,15,10,2008
64.17,-165.68,,,
64.17,-165.68,20,5,2005
64.17,-165.68,,,
64.17,-165.68,,,
64.17,-165.68,,,
64.17,-165.68,,,
64.34,-167.13,7,6,1978
64.34,-167.13,7,6,1978
64.348333,-167.131667,7,6,1978
64.348333,-167.131667,7,6,1978
64.4,-163.13,30,9,1981
64.4,-163.13,30,9,1981
64.4,-163.2,25,9,1981
64.4,-163.13,30,9,1981
64.4,-163.13,30,9,1981
64.4,-163.13,30,9,1981
64.4,-163.133333,30,9,1981
64.4,-163.133333,30,9,1981
64.4,-163.133333,30,9,1981
64.4,-163.2,25,9,1981
64.4,-163.133333,30,9,1981
64.4,-163.133333,30,9,1981
64.44,-167.27,8,6,1978
64.446667,-167.278333,8,6,1978
64.45,-162.87,1,10,1981
64.45,-162.86,1,10,1981
64.45,-162.88,1,10,1981
64.45,-162.866667,1,10,1981
64.45,-162.883333,1,10,1981
64.453056,-162.875556,1,10,1981
64.48,-166.21,21,6,1968
64.48,-166.2,21,6,1968
64.48,-166.2,21,6,1968
64.483,-165.305,25,10,2015
64.4831,-166.2119,21,6,1968
64.4831,-166.2119,21,6,1968
64.4831,-166.2119,21,6,1968
64.4831,-166.2119,21,6,1968
64.483333,-166.216667,21,6,1968
64.485,-166.203333,21,6,1968
64.485,-166.203333,21,6,1968
64.5,-165.4,1,12,1965
64.5,-165.41,15,11,1970
64.5,-165.4,16,11,1964
64.5,-165.4,13,12,1965
64.5,-165.4,30,11,1966
64.5,-165.4,30,11,1966
64.5,-165.4,25,11,1964
64.5,-165.4,12,12,1966
64.5,-165.4,23,11,1964
64.5,-165.4,18,9,1967
64.5,-165.4,25,11,1964
64.5,-165.41,23,11,1966
64.5,-165.41,12,12,1966
64.5,-165.41,30,11,1966
64.5,-165.41,29,1,1963
64.5,-165.41,15,5,1967
64.5,-165.41,10,6,1967
64.5,-165.416667,15,11,1970
64.5,-165.416667,12,12,1966
64.5,-165.416667,30,11,1966
64.5,-165.416667,23,11,1966
64.5,-165.416667,29,1,1963
64.5,-165.4,,,
64.5,-165.416667,15,5,1967
64.5,-165.416667,10,6,1967
64.5011,-165.4064,1,1,1900
64.5011,-165.4064,16,9,1967
64.5011,-165.4064,16,9,1967
64.5011,-165.4064,1,1,1900
64.5011,-165.4064,1,1,1900
64.5011,-165.4064,1,1,1900
64.5011,-165.4064,1,1,1900
64.5011,-165.4064,1,1,1900
64.5011,-165.4064,30,11,1966
64.5011,-165.4064,26,11,1966
64.5011,-165.4064,27,11,1964
64.5011,-165.4064,23,11,1964
64.5011,-165.4064,7,12,1964
64.5011,-165.4064,25,11,1964
64.5011,-165.4064,25,11,1964
64.50111,-165.406403,11,10,2008
64.50111,-165.406403,8,11,2008
64.50111,-165.406403,11,11,2008
64.50111,-165.406403,15,10,2008
64.50111,-165.406403,8,11,2008
64.50111,-165.406403,,,
64.50111,-165.406403,20,5,2005
64.50111,-165.406403,,,
64.50111,-165.406403,,,
64.50111,-165.406403,,,
64.50111,-165.406403,,,
64.501111,-165.406389,,,
64.501111,-165.406389,,,
64.501111,-165.406389,6,12,1978
64.501111,-165.406389,,,
64.501111,-165.406389,15,9,1973
64.501111,-165.406389,1,12,1965
64.501111,-165.406389,13,12,1965
64.501111,-165.406389,18,9,1967
64.501111,-165.406389,12,12,1966
64.501111,-165.406389,30,11,1966
64.501111,-165.406389,30,11,1966
64.501111,-165.406389,23,11,1964
64.501111,-165.406389,25,11,1964
64.501111,-165.406389,16,11,1964
64.501111,-165.406389,25,11,1964
64.64,-166.4,3,11,1966
64.6449,-166.403,3,11,1966
64.648611,-166.403056,3,11,1966
64.68,-167.37,9,6,1978
64.68,-167.37,8,6,1978
64.68,-167.37,8,5,1978
64.68,-167.37,8,6,1978
64.68,-167.37,8,6,1978
64.68,-167.37,8,6,1978
64.68,-167.37,8,6,1978
64.688333,-167.37,9,6,1978
64.688333,-167.37,8,6,1978
64.688333,-167.37,8,5,1978
64.688333,-167.37,8,6,1978
64.688333,-167.37,8,6,1978
64.688333,-167.37,8,6,1978
64.688333,-167.37,8,6,1978
64.69,-167.37,8,5,1978
64.7,-167.37,9,6,1978
64.7,-167.37,9,6,1978
64.708333,-167.371667,9,6,1978
64.708333,-167.371667,9,6,1978
64.79,-166.47,21,11,1970
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,5,11,1968
64.7963,-166.4719,17,9,1967
64.7963,-166.4719,17,9,1967
64.7963,-166.4719,17,9,1967
64.7963,-166.4719,17,9,1967
64.7963,-166.4719,17,9,1967
64.796389,-166.471944,21,11,1970
64.8,-166.46,17,9,1967
64.8,-166.46,17,9,1967
64.8,-166.46,12,6,1978
64.8,-166.466667,17,9,1967
64.8,-166.466667,12,6,1978
64.8,-166.466667,17,9,1967
64.83,-166.38,19,6,1969
64.83,-166.38,19,6,1969
64.838889,-166.389722,19,6,1969
64.838889,-166.389722,19,6,1969
64.96,-168.08,8,6,1978
64.96,-168.08,8,6,1978
64.966667,-168.083333,8,6,1978
64.966667,-168.083333,8,6,1978
64.97,-168.05,2,4,1967
64.972,-168.0607,1,1,1900
64.972,-168.0607,1,1,1900
64.972,-168.0607,1,1,1900
64.972,-168.0607,1,1,1900
64.975,-168.059722,2,4,1967
64.98,-168.05,8,6,1978
64.98,-168.05,8,6,1978
65,-153,1,1,1987
65.24,-166.67,25,5,1968
65.243056,-166.675,25,5,1968
65.26,-166.36,14,9,1970
65.26,-166.36,4,10,1970
65.26,-166.36,12,9,1970
65.26,-166.36,20,9,1970
65.26,-166.36,14,10,1970
65.26,-166.36,23,9,1970
65.26,-166.36,21,9,1970
65.26,-166.36,25,9,1970
65.26,-166.36,25,9,1970
65.26,-166.36,22,9,1970
65.26,-166.36,26,9,1970
65.26,-166.36,26,9,1970
65.26,-166.36,20,9,1970
65.26,-166.36,14,10,1970
65.26,-166.36,12,9,1970
65.26,-166.36,28,9,1970
65.26,-166.36,17,5,1966
65.26,-166.36,20,10,1972
65.26,-166.36,20,10,1972
65.26,-166.36,15,10,1972
65.26,-166.36,23,10,1972
65.26,-166.36,4,9,1972
65.26,-166.36,23,10,1972
65.26,-166.36,23,10,1972
65.26,-166.36,17,10,1972
65.26,-166.36,19,9,1972
65.26,-166.36,25,9,1972
65.26,-166.36,5,10,1972
65.26,-166.36,9,11,1972
65.26,-166.36,8,11,1972
65.26,-166.36,8,11,1972
65.26,-166.36,12,9,1970
65.26,-166.36,20,9,1970
65.26,-166.36,12,9,1970
65.26,-166.36,12,9,1970
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,,,
65.263611,-166.360833,17,5,1966
65.263611,-166.360833,20,10,1972
65.263611,-166.360833,20,10,1972
65.263611,-166.360833,23,10,1972
65.263611,-166.360833,19,9,1972
65.263611,-166.360833,23,10,1972
65.263611,-166.360833,5,10,1972
65.263611,-166.360833,23,10,1972
65.263611,-166.360833,17,10,1972
65.263611,-166.360833,25,9,1972
65.263611,-166.360833,15,10,1972
65.263611,-166.360833,4,9,1972
65.263611,-166.360833,9,11,1972
65.263611,-166.360833,8,11,1972
65.263611,-166.360833,8,11,1972
65.266667,-166.366667,25,9,1970
65.266667,-166.366667,25,9,1970
65.266667,-166.366667,14,9,1970
65.266667,-166.366667,12,9,1970
65.266667,-166.366667,12,9,1970
65.266667,-166.366667,23,9,1970
65.266667,-166.366667,22,9,1970
65.266667,-166.366667,14,10,1970
65.266667,-166.366667,28,9,1970
65.266667,-166.366667,21,9,1970
65.266667,-166.366667,14,10,1970
65.266667,-166.366667,26,9,1970
65.266667,-166.366667,20,9,1970
65.266667,-166.366667,4,10,1970
65.266667,-166.366667,26,9,1970
65.266667,-166.366667,20,9,1970
65.266667,-166.366667,20,9,1970
65.266667,-166.366667,12,9,1970
65.266667,-166.366667,12,9,1970
65.266667,-166.366667,12,9,1970
65.33,-166.48,25,11,1972
65.33,-166.48,3,11,1972
65.33,-166.48,7,12,1972
65.33,-166.48,29,11,1972
65.33,-166.48,3,11,1972
65.33,-166.48,17,12,1972
65.33,-166.48,17,11,1972
65.33,-166.48,4,12,1972
65.33,-166.48,25,11,1972
65.33,-166.48,23,10,1972
65.33,-166.48,20,12,1972
65.33,-166.48,10,10,1972
65.334722,-166.489167,25,11,1972
65.334722,-166.489167,3,11,1972
65.334722,-166.489167,29,11,1972
65.334722,-166.489167,17,11,1972
65.334722,-166.489167,17,12,1972
65.334722,-166.489167,7,12,1972
65.334722,-166.489167,3,11,1972
65.334722,-166.489167,20,12,1972
65.334722,-166.489167,4,12,1972
65.334722,-166.489167,25,11,1972
65.334722,-166.489167,10,10,1972
65.334722,-166.489167,23,10,1972
65.608265,-168.091826,17,11,2017
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,13,10,2000
65.736111,-168.944444,9,10,2000
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.736111,-168.944444,,,
65.75,-168.91,13,6,1967
65.75,-168.91,19,6,1965
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,2,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,19,6,1968
65.75,-168.91,8,6,1967
65.75,-168.91,22,1,1972
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,19,6,1965
65.75,-168.91,13,6,1967
65.75,-168.91,2,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,3,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,18,5,1967
65.75,-168.91,13,6,1967
65.75,-168.91,23,5,1967
65.75,-168.91,31,5,1967
65.75,-168.91,13,6,1967
65.75,-168.91,19,6,1965
65.75,-168.91,24,5,1967
65.75,-168.91,6,6,1967
65.75,-168.91,2,6,1967
65.75,-168.91,13,6,1967
65.75,-168.91,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,19,6,1965
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,2,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,22,1,1972
65.75,-168.916667,19,6,1968
65.75,-168.916667,13,6,1967
65.75,-168.916667,2,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.75,-168.916667,6,6,1967
65.75,-168.916667,8,6,1967
65.75,-168.916667,3,6,1967
65.75,-168.916667,23,5,1967
65.75,-168.916667,31,5,1967
65.75,-168.916667,2,6,1967
65.75,-168.916667,24,5,1967
65.75,-168.916667,18,5,1967
65.75,-168.916667,19,6,1965
65.75,-168.916667,19,6,1965
65.75,-168.916667,13,6,1967
65.75,-168.916667,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,30,5,1967
65.7522,-168.9243,3,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,21,5,1967
65.7522,-168.9243,10,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,13,6,1967
65.7522,-168.9243,19,5,1967
65.7522,-168.9243,1,1,1900
65.7522,-168.9243,31,5,1967
65.7522,-168.9243,30,5,1967
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1974
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,2,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,24,5,1974
65.758233,-168.951926,,,
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,25,5,1974
65.758233,-168.951926,,,
65.758233,-168.951926,15,6,1978
65.758233,-168.951926,25,5,1974
65.758233,-168.951926,15,6,1978
65.758581,-168.952948,8,6,2014
65.758581,-168.952948,8,6,2014
65.758581,-168.952948,5,6,2014
65.758581,-168.952948,1,11,2012
65.758581,-168.952948,13,6,2013
65.758581,-168.952948,18,9,2010
65.78,-169,8,10,2000
65.78,-169,8,10,2000
65.78,-169,8,10,2000
65.78,-169,8,10,2000
65.7833,-169.0167,17,6,1968
65.7833,-169.0167,19,6,1968
65.7833,-169.0167,19,6,1968
65.7833,-169.0167,19,6,1968
65.7833,-169.0167,19,6,1968
65.7833,-169.0167,18,6,1968
65.783333,-169,8,10,2000
65.783333,-169,8,10,2000
65.783333,-169,8,10,2000
65.783333,-169,8,10,2000
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,1,10,1998
66.2492844045354,-166.072835346772,1,10,1998
66.2492844045354,-166.072835346772,5,10,1998
66.2492844045354,-166.072835346772,1,10,1998
66.2492844045354,-166.072835346772,6,10,1998
66.2492844045354,-166.072835346772,1,10,1998
66.2492844045354,-166.072835346772,10,10,1998
66.2492844045354,-166.072835346772,6,10,1998
66.2492844045354,-166.072835346772,8,10,1998
66.2492844045354,-166.072835346772,10,10,1998
66.2492844045354,-166.072835346772,1,10,1998
66.2492844045354,-166.072835346772,9,10,1998
66.2492844045354,-166.072835346772,10,10,1998
66.2492844045354,-166.072835346772,5,10,1998
66.2492844045354,-166.072835346772,6,10,1998
66.2492844045354,-166.072835346772,6,10,1998
66.2492844045354,-166.072835346772,1,7,1971
66.2492844045354,-166.072835346772,11,6,1978
66.2492844045354,-166.072835346772,21,6,1978
66.2492844045354,-166.072835346772,15,6,1978
66.2492844045354,-166.072835346772,17,6,1978
66.2492844045354,-166.072835346772,20,6,1978
66.2492844045354,-166.072835346772,20,6,1978
66.2492844045354,-166.072835346772,21,6,1978
66.2492844045354,-166.072835346772,18,6,1978
66.2492844045354,-166.072835346772,10,6,1978
66.2492844045354,-166.072835346772,19,6,1978
66.2492844045354,-166.072835346772,20,6,1978
66.2492844045354,-166.072835346772,21,6,1978
66.2492844045354,-166.072835346772,19,6,1978
66.2492844045354,-166.072835346772,19,6,1978
66.2492844045354,-166.072835346772,10,6,1978
66.2492844045354,-166.072835346772,10,6,1978
66.2492844045354,-166.072835346772,19,6,1978
66.2492844045354,-166.072835346772,20,6,1978
66.2492844045354,-166.072835346772,19,6,1978
66.2492844045354,-166.072835346772,20,6,1978
66.2492844045354,-166.072835346772,11,6,1978
66.2492844045354,-166.072835346772,8,7,1977
66.2492844045354,-166.072835346772,8,7,1977
66.2492844045354,-166.072835346772,21,6,1978
66.2492844045354,-166.072835346772,10,7,1977
66.2492844045354,-166.072835346772,6,7,1976
66.2492844045354,-166.072835346772,10,7,1976
66.2492844045354,-166.072835346772,1,7,1977
66.2492844045354,-166.072835346772,5,7,1976
66.2492844045354,-166.072835346772,9,7,1976
66.2492844045354,-166.072835346772,21,7,1977
66.2492844045354,-166.072835346772,19,7,1977
66.2492844045354,-166.072835346772,4,7,1976
66.2492844045354,-166.072835346772,4,7,1976
66.2492844045354,-166.072835346772,15,7,1977
66.2492844045354,-166.072835346772,19,7,1977
66.2492844045354,-166.072835346772,19,7,1977
66.2492844045354,-166.072835346772,21,7,1977
66.2492844045354,-166.072835346772,9,7,1976
66.2492844045354,-166.072835346772,8,7,1977
66.2492844045354,-166.072835346772,11,7,1977
66.2492844045354,-166.072835346772,10,7,1977
66.2492844045354,-166.072835346772,10,7,1977
66.2492844045354,-166.072835346772,8,7,1977
66.2492844045354,-166.072835346772,6,7,1976
66.2492844045354,-166.072835346772,17,7,1977
66.2492844045354,-166.072835346772,17,7,1977
66.2492844045354,-166.072835346772,17,7,1977
66.2492844045354,-166.072835346772,6,7,1977
66.2492844045354,-166.072835346772,30,10,1972
66.2492844045354,-166.072835346772,30,10,1972
66.2492844045354,-166.072835346772,30,10,1972
66.2492844045354,-166.072835346772,26,4,1971
66.2492844045354,-166.072835346772,30,4,1971
66.2492844045354,-166.072835346772,1,7,1971
66.2492844045354,-166.072835346772,30,6,1971
66.2492844045354,-166.072835346772,2,7,1971
66.2492844045354,-166.072835346772,8,7,1972
66.2492844045354,-166.072835346772,3,7,1972
66.2492844045354,-166.072835346772,3,7,1972
66.2492844045354,-166.072835346772,5,7,1976
66.2492844045354,-166.072835346772,2,7,1971
66.2492844045354,-166.072835346772,14,10,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,28,11,2008
66.2492844045354,-166.072835346772,1,11,2008
66.2492844045354,-166.072835346772,31,10,2007
66.2492844045354,-166.072835346772,5,11,2007
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,23,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,5,11,2007
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,2,11,2007
66.2492844045354,-166.072835346772,18,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,29,11,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,25,10,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,1,11,2008
66.2492844045354,-166.072835346772,23,9,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,31,10,2007
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,23,8,2008
66.2492844045354,-166.072835346772,6,10,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,25,11,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,27,9,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,25,11,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,8,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,30,9,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,25,11,2008
66.2492844045354,-166.072835346772,29,9,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,25,11,2008
66.2492844045354,-166.072835346772,8,10,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,28,9,2008
66.2492844045354,-166.072835346772,13,10,2008
66.2492844045354,-166.072835346772,7,10,2006
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,24,9,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,13,10,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,25,11,2008
66.2492844045354,-166.072835346772,27,9,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,16,9,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,13,10,2008
66.2492844045354,-166.072835346772,14,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,6,10,2008
66.2492844045354,-166.072835346772,13,10,2008
66.2492844045354,-166.072835346772,30,10,2008
66.2492844045354,-166.072835346772,25,10,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,13,10,2008
66.2492844045354,-166.072835346772,26,10,2008
66.2492844045354,-166.072835346772,14,10,2008
66.2492844045354,-166.072835346772,13,10,2008
66.2492844045354,-166.072835346772,29,11,2008
66.2492844045354,-166.072835346772,16,9,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,20,6,2008
66.2492844045354,-166.072835346772,14,10,2008
66.2492844045354,-166.072835346772,14,10,2008
66.2492844045354,-166.072835346772,26,9,2008
66.2492844045354,-166.072835346772,29,10,2008
66.2492844045354,-166.072835346772,31,10,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,23,8,2008
66.2492844045354,-166.072835346772,29,11,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,14,10,2008
66.2492844045354,-166.072835346772,29,9,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,30,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,3,10,2008
66.2492844045354,-166.072835346772,4,10,2008
66.2492844045354,-166.072835346772,16,9,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,28,9,2008
66.2492844045354,-166.072835346772,23,9,2008
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,5,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,8,10,2008
66.2492844045354,-166.072835346772,16,9,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,6,9,2008
66.2492844045354,-166.072835346772,28,11,2008
66.2492844045354,-166.072835346772,28,9,2008
66.2492844045354,-166.072835346772,8,11,2007
66.2492844045354,-166.072835346772,29,9,2008
66.2492844045354,-166.072835346772,,,
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,6,11,2007
66.2492844045354,-166.072835346772,29,10,2008
66.2492844045354,-166.072835346772,25,9,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,6,10,2008
66.2492844045354,-166.072835346772,23,10,2008
66.2492844045354,-166.072835346772,8,11,2007
66.2492844045354,-166.072835346772,16,10,2008
66.2492844045354,-166.072835346772,17,10,2008
66.2492844045354,-166.072835346772,17,10,2008
