lat,lon,day,month,year
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,10,9,2014
66.256651,-166.071916,10,9,2014
66.256651,-166.071916,21,9,2013
66.256651,-166.071916,3,11,2014
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,10,9,2014
66.256651,-166.071916,12,9,2014
66.256651,-166.071916,12,10,2013
66.256651,-166.071916,6,10,2014
66.256651,-166.071916,12,10,2013
66.256651,-166.071916,3,10,2013
66.256651,-166.071916,27,9,2014
66.256651,-166.071916,10,9,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,28,9,2013
66.256651,-166.071916,20,9,2013
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,7,9,2013
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,9,9,2014
66.256651,-166.071916,27,9,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,20,9,2014
66.256651,-166.071916,16,10,2014
66.256651,-166.071916,8,9,2014
66.256651,-166.071916,10,11,2014
66.256651,-166.071916,25,9,2013
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,10,9,2014
66.256651,-166.071916,24,9,2014
66.256651,-166.071916,4,11,2014
66.256651,-166.071916,2,10,2014
66.256651,-166.071916,31,10,2014
66.256651,-166.071916,7,9,2013
66.256651,-166.071916,5,10,2013
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,20,10,2013
66.256651,-166.071916,5,10,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,5,10,2014
66.256651,-166.071916,12,9,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,4,10,2013
66.256651,-166.071916,29,9,2013
66.256651,-166.071916,16,11,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,24,9,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,11,9,2013
66.256651,-166.071916,12,10,2014
66.256651,-166.071916,3,10,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,9,9,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,4,11,2014
66.256651,-166.071916,5,10,2013
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,16,11,2014
66.256651,-166.071916,11,11,2014
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,3,11,2014
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,4,10,2013
66.256651,-166.071916,16,11,2014
66.256651,-166.071916,12,11,2014
66.256651,-166.071916,10,11,2014
66.256651,-166.071916,1,9,2014
66.256651,-166.071916,24,9,2014
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,16,11,2014
66.256651,-166.071916,3,10,2013
66.256651,-166.071916,4,11,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,14,10,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,4,11,2014
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,8,11,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,5,11,2014
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,10,11,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,10,11,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,27,9,2014
66.256651,-166.071916,4,11,2014
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,8,11,2014
66.256651,-166.071916,25,9,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,6,10,2014
66.256651,-166.071916,2,10,2013
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,20,9,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,16,10,2011
66.256651,-166.071916,8,9,2014
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,4,10,2013
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,20,9,2014
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,12,10,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,1,11,2014
66.256651,-166.071916,2,10,2013
66.256651,-166.071916,25,9,2014
66.256651,-166.071916,10,11,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,4,10,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,14,5,2014
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,16,11,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,10,11,2014
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,,,
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,20,9,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,20,9,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,4,11,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,4,11,2013
66.256651,-166.071916,21,10,2014
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,22,10,2014
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,4,11,2014
66.256651,-166.071916,29,10,2014
66.256651,-166.071916,5,10,2014
66.256651,-166.071916,2,10,2014
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,1,11,2014
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,28,9,2014
66.256651,-166.071916,8,10,2013
66.256651,-166.071916,20,9,2014
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,5,11,2014
66.256651,-166.071916,5,10,2013
66.256651,-166.071916,21,10,2014
66.256651,-166.071916,20,10,2014
66.256651,-166.071916,14,10,2014
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,7,9,2014
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,5,11,2014
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,3,10,2013
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,3,10,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,2,10,2013
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,18,9,2012
66.256651,-166.071916,23,10,2013
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,9,10,2014
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,2,10,2013
66.256651,-166.071916,8,11,2013
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,3,10,2013
66.256651,-166.071916,1,9,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,17,10,2013
66.256651,-166.071916,13,10,2013
66.256651,-166.071916,20,10,2013
66.256651,-166.071916,,,
66.256651,-166.071916,22,9,2014
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,19,10,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,28,9,2014
66.256651,-166.071916,29,9,2014
66.256651,-166.071916,27,10,2013
66.256651,-166.071916,8,9,2014
66.256651,-166.071916,17,10,2013
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,22,9,2014
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,24,9,2014
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,12,11,2014
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,23,9,2014
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,20,10,2013
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,20,10,2013
66.256651,-166.071916,12,11,2014
66.256651,-166.071916,12,9,2014
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,17,10,2014
66.256651,-166.071916,20,9,2013
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,17,10,2013
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,26,9,2014
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,24,9,2014
66.256651,-166.071916,6,10,2013
66.256651,-166.071916,20,9,2013
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,23,10,2013
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,19,9,2013
66.256651,-166.071916,9,9,2014
66.256651,-166.071916,5,10,2013
66.256651,-166.071916,14,10,2013
66.256651,-166.071916,6,11,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,18,9,2012
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,12,11,2014
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,,,
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,12,9,2014
66.256651,-166.071916,13,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,6,10,2013
66.256651,-166.071916,17,10,2013
66.256651,-166.071916,8,11,2014
66.256651,-166.071916,30,10,2013
66.256651,-166.071916,27,10,2013
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,20,9,2013
66.256651,-166.071916,30,10,2013
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,9,9,2014
66.256651,-166.071916,12,9,2014
66.256651,-166.071916,30,10,2013
66.256651,-166.071916,6,10,2013
66.256651,-166.071916,12,9,2014
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,9,9,2014
66.256651,-166.071916,6,10,2013
66.256651,-166.071916,8,10,2013
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,22,9,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,8,10,2014
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,27,9,2014
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,25,9,2014
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,12,10,2013
66.256651,-166.071916,,,
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,17,9,2014
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,27,9,2014
66.256651,-166.071916,9,10,2013
66.256651,-166.071916,30,10,2013
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,9,9,2014
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,8,10,2013
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,6,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,16,10,2013
66.256651,-166.071916,15,10,2014
66.256651,-166.071916,24,9,2014
66.256651,-166.071916,27,9,2014
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,25,9,2014
66.256651,-166.071916,15,11,2014
66.256651,-166.071916,21,9,2014
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,15,9,2014
66.256651,-166.071916,25,9,2014
66.256651,-166.071916,31,10,2013
66.256651,-166.071916,30,10,2013
66.256651,-166.071916,31,10,2014
66.256651,-166.071916,8,9,2014
66.256651,-166.071916,7,10,2014
66.256651,-166.071916,25,9,2014
66.256651,-166.071916,4,10,2013
66.256651,-166.071916,11,10,2013
66.256651,-166.071916,1,11,2013
66.256651,-166.071916,6,10,2013
66.256651,-166.071916,3,11,2013
66.256651,-166.071916,,,
66.256651,-166.071916,2,11,2013
66.256651,-166.071916,14,9,2014
66.256651,-166.071916,12,10,2013
66.256651,-166.071916,10,9,2014
66.256651,-166.071916,5,10,2013
66.256651,-166.071916,15,10,2013
66.256651,-166.071916,4,10,2013
66.256651,-166.071916,2,11,2011
66.256651,-166.071916,30,10,2011
66.256651,-166.071916,9,10,2010
66.256651,-166.071916,16,10,2008
66.256651,-166.071916,4,10,2008
66.256651,-166.071916,4,10,2008
66.256651,-166.071916,,,
66.256651,-166.071916,,,
66.256651,-166.071916,,,
66.256651,-166.071916,,,
66.256651,-166.071916,5,10,2009
66.256651,-166.071916,12,9,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,11,9,2012
66.256651,-166.071916,10,9,2012
66.256651,-166.071916,13,10,2012
66.256651,-166.071916,,,
66.256651,-166.071916,13,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,10,10,2012
66.256651,-166.071916,12,9,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,28,9,2012
66.256651,-166.071916,18,9,2012
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,12,9,2012
66.256651,-166.071916,28,6,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,13,10,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,14,10,2012
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,8,10,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,9,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,27,6,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,6,10,2012
66.256651,-166.071916,24,9,2012
66.256651,-166.071916,29,9,2012
66.256651,-166.071916,24,9,2012
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,30,9,2012
66.256651,-166.071916,17,10,2011
66.256651,-166.071916,21,10,2011
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,14,10,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,16,10,2011
66.256651,-166.071916,2,11,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,18,10,2011
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,10,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,26,7,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,26,8,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,5,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,5,10,2012
66.256651,-166.071916,5,10,2012
66.256651,-166.071916,5,10,2012
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,12,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,24,9,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,24,9,2012
66.256651,-166.071916,12,9,2012
66.256651,-166.071916,27,6,2012
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,29,10,2011
66.256651,-166.071916,10,9,2012
66.256651,-166.071916,11,9,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,10,9,2012
66.256651,-166.071916,,,
66.256651,-166.071916,,,
66.256651,-166.071916,29,6,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,11,9,2011
66.256651,-166.071916,,,
66.256651,-166.071916,,,
66.256651,-166.071916,21,10,2011
66.256651,-166.071916,20,10,2011
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,30,9,2012
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,,,
66.256651,-166.071916,18,10,2011
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,30,9,2012
66.256651,-166.071916,31,8,2012
66.256651,-166.071916,11,9,2012
66.256651,-166.071916,11,9,2012
66.256651,-166.071916,11,9,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,9,10,2012
66.256651,-166.071916,28,6,2012
66.256651,-166.071916,1,9,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,21,9,2012
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,30,6,2012
66.256651,-166.071916,21,9,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,29,6,2012
66.256651,-166.071916,4,11,2011
66.256651,-166.071916,11,10,2011
66.256651,-166.071916,29,6,2012
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,13,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,29,6,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,29,6,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,14,10,2012
66.256651,-166.071916,2,11,2011
66.256651,-166.071916,18,10,2011
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,28,6,2012
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,21,10,2011
66.256651,-166.071916,12,10,2011
66.256651,-166.071916,28,6,2012
66.256651,-166.071916,13,10,2011
66.256651,-166.071916,30,10,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,29,10,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,17,10,2011
66.256651,-166.071916,4,11,2011
66.256651,-166.071916,2,11,2011
66.256651,-166.071916,27,10,2011
66.256651,-166.071916,2,11,2011
66.256651,-166.071916,16,10,2011
66.256651,-166.071916,11,10,2011
66.256651,-166.071916,18,10,2011
66.256651,-166.071916,11,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,4,11,2011
66.256651,-166.071916,11,10,2011
66.256651,-166.071916,31,10,2011
66.256651,-166.071916,13,10,2012
66.256651,-166.071916,11,10,2011
66.256651,-166.071916,11,9,2012
66.256651,-166.071916,10,9,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,21,9,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,1,10,2012
66.256651,-166.071916,23,9,2012
66.256651,-166.071916,2,10,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,3,10,2012
66.256651,-166.071916,26,6,2012
66.256651,-166.071916,26,6,2012
66.256651,-166.071916,20,9,2012
66.256651,-166.071916,15,9,2012
66.256651,-166.071916,11,10,2012
66.256651,-166.071916,29,9,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,29,9,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,25,9,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,3,10,2010
66.256651,-166.071916,3,10,2010
66.256651,-166.071916,3,10,2010
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,10,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,8,10,2010
66.256651,-166.071916,21,10,2010
66.256651,-166.071916,30,9,2010
66.256651,-166.071916,23,10,2009
66.256651,-166.071916,13,10,2009
66.256651,-166.071916,7,10,2010
66.256651,-166.071916,31,10,2010
66.256651,-166.071916,1,11,2010
66.256651,-166.071916,19,11,2010
66.256651,-166.071916,20,11,2010
66.256651,-166.071916,9,10,2009
66.256651,-166.071916,9,10,2009
66.256651,-166.071916,14,10,2009
66.256651,-166.071916,14,10,2009
66.256651,-166.071916,,,
66.256651,-166.071916,3,10,2010
66.256651,-166.071916,15,10,2010
66.256651,-166.071916,10,9,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,2,10,2009
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,4,10,2010
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,3,10,2010
66.256651,-166.071916,14,10,2010
66.256651,-166.071916,16,9,2010
66.256651,-166.071916,14,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,14,10,2010
66.256651,-166.071916,14,10,2010
66.256651,-166.071916,30,9,2010
66.256651,-166.071916,6,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,4,10,2010
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,4,10,2010
66.256651,-166.071916,4,10,2010
66.256651,-166.071916,24,10,2010
66.256651,-166.071916,5,10,2010
66.256651,-166.071916,7,10,2010
66.256651,-166.071916,25,9,2011
66.256651,-166.071916,13,9,2011
66.256651,-166.071916,25,9,2011
66.256651,-166.071916,23,9,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,14,9,2011
66.256651,-166.071916,12,9,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,31,8,2011
66.256651,-166.071916,3,9,2011
66.256651,-166.071916,3,9,2011
66.256651,-166.071916,30,9,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,10,9,2011
66.256651,-166.071916,6,7,2011
66.256651,-166.071916,2,9,2011
66.256651,-166.071916,4,9,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,14,10,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,23,9,2011
66.256651,-166.071916,5,10,2011
66.256651,-166.071916,23,9,2011
66.256651,-166.071916,24,9,2011
66.256651,-166.071916,3,10,2011
66.256651,-166.071916,22,9,2011
66.256651,-166.071916,12,9,2011
66.256651,-166.071916,13,9,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,12,9,2011
66.256651,-166.071916,14,9,2011
66.256651,-166.071916,14,9,2011
66.256651,-166.071916,14,9,2011
66.256651,-166.071916,18,9,2011
66.256651,-166.071916,13,9,2011
66.256651,-166.071916,14,9,2011
66.256651,-166.071916,13,9,2011
66.256651,-166.071916,22,9,2011
66.256651,-166.071916,15,9,2011
66.256651,-166.071916,29,8,2011
66.256651,-166.071916,29,8,2011
66.256651,-166.071916,3,10,2010
66.256651,-166.071916,2,10,2010
66.256651,-166.071916,31,8,2011
66.256651,-166.071916,27,8,2011
66.256651,-166.071916,27,8,2011
66.256651,-166.071916,27,8,2011
66.256651,-166.071916,4,9,2011
66.256651,-166.071916,3,9,2011
66.256651,-166.071916,4,9,2011
66.256651,-166.071916,4,9,2011
66.256651,-166.071916,1,9,2011
66.256651,-166.071916,4,9,2011
66.256651,-166.071916,31,8,2011
66.256651,-166.071916,27,8,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,30,8,2011
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,5,10,2011
66.256651,-166.071916,30,9,2011
66.256651,-166.071916,5,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,5,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,10,10,2011
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,9,10,2011
66.256651,-166.071916,9,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,5,10,2011
66.256651,-166.071916,3,10,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,30,9,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,23,9,2011
66.256651,-166.071916,22,9,2011
66.256651,-166.071916,25,9,2011
66.256651,-166.071916,23,9,2011
66.256651,-166.071916,25,9,2011
66.256651,-166.071916,22,9,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,8,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,9,10,2011
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,23,9,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,10,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,6,10,2011
66.256651,-166.071916,7,10,2011
66.256651,-166.071916,2,10,2011
66.256651,-166.071916,25,9,2011
66.256651,-166.071916,30,9,2011
66.256651,-166.071916,27,9,2011
66.256651,-166.071916,27,9,2011
66.256651,-166.071916,11,9,2011
66.256651,-166.071916,11,9,2011
66.256651,-166.071916,4,10,2011
66.256651,-166.071916,1,10,2011
66.256651,-166.071916,2,10,2011
66.256651,-166.071916,29,9,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,2,10,2011
66.256651,-166.071916,28,9,2011
66.256651,-166.071916,29,9,2011
66.256651,-166.071916,11,9,2011
66.256651,-166.071916,12,9,2011
66.256651,-166.071916,11,9,2011
